,doctor_altruism,doctor_likes_soldier,doctor_likes_actor,doctor_has_food,doctor_has_meds,soldier_altruism,soldier_likes_doctor,soldier_likes_actor,soldier_has_food,soldier_has_meds,actor_altruism,actor_likes_doctor,actor_likes_soldier,actor_has_food,actor_has_meds,food_quantity,meds_quantity,active,results
"
7823,-1,1,1,0,1,2,-1,-2,1,0,-1,0,1,0,0,0,0,actor,"Time limit reached.
"
7824,0,2,0,0,0,0,0,0,1,0,-2,-2,2,0,1,0,0,actor,"Time limit reached.
"
7825,-2,2,2,1,1,1,1,-1,0,0,2,-2,2,1,1,0,0,doctor,"prepare_meeting(actor, soldier) prepare_trap(doctor, soldier, actor) attack(doctor, soldier)
"
7826,2,-2,-2,1,0,-2,1,2,1,0,-1,-2,0,0,1,0,0,actor,"prepare_meeting(soldier, doctor) prepare_trap(actor, doctor, soldier) attack(actor, doctor)
"
7827,-1,0,-2,0,0,1,-1,2,1,1,0,2,1,1,1,0,0,actor,"Time limit reached.
"
7828,1,2,0,1,1,0,-1,-1,1,0,-2,0,2,0,0,0,0,soldier,"Time limit reached.
"
7829,0,0,-2,1,0,2,1,2,0,0,1,-1,0,1,1,0,0,actor,"Time limit reached.
"
7830,2,0,-2,0,0,-1,0,-2,0,1,1,2,2,1,0,0,0,doctor,"Time limit reached.
"
7831,-2,-2,0,1,1,-1,-2,0,1,1,1,0,-1,1,0,0,0,actor,"Time limit reached.
"
7832,2,2,-1,1,0,2,-1,0,1,1,1,0,-2,0,0,0,0,actor,"Time limit reached.
"
7833,-2,1,2,0,0,-1,0,-2,0,1,-1,2,0,0,0,0,0,actor,"Time limit reached.
"
7834,2,1,-1,0,0,1,-2,-2,0,1,2,2,2,0,1,0,0,actor,"Time limit reached.
"
7835,0,1,0,0,0,-1,-2,2,0,1,0,2,0,0,0,0,0,doctor,"Time limit reached.
"
7836,1,-2,1,1,0,1,-2,-2,1,0,1,-1,1,0,0,0,0,actor,"prepare_deal(doctor, soldier, food) prepare_trap(actor, soldier, doctor) attack(actor, soldier)
"
7837,0,2,-2,0,1,-1,-1,-1,0,1,-2,2,0,0,1,0,0,actor,"Time limit reached.
"
7838,-1,-1,1,1,1,0,2,-1,0,1,-2,-2,-2,0,0,0,0,doctor,"Time limit reached.
"
7839,-1,2,0,1,1,-1,-2,2,1,1,2,2,0,0,1,0,0,soldier,"Time limit reached.
"
7840,-1,1,-1,1,1,-2,2,2,1,0,-1,-2,1,1,0,0,0,doctor,"give_item(actor, doctor, food) get_item(doctor, actor, food)
"
7841,2,-1,1,1,1,-2,-1,-2,1,1,-2,2,-2,0,1,0,0,soldier,"give_item(doctor, soldier, food) get_item(soldier, doctor, food)
"
7842,-1,-1,2,1,0,-2,1,2,1,1,0,1,1,1,1,0,0,actor,"Time limit reached.
"
7843,1,1,1,1,1,0,0,-1,1,1,0,0,0,0,0,0,0,doctor,"Time limit reached.
"
7844,-2,1,-2,0,0,1,1,0,0,1,2,0,2,0,0,0,0,doctor,"prepare_meeting(actor, soldier) prepare_trap(doctor, soldier, actor) attack(doctor, soldier)
"
7845,2,1,-1,1,0,2,2,2,0,0,-2,-1,1,0,0,0,0,doctor,"give_item(actor, doctor, food) get_item(doctor, actor, food)
"
7846,0,-1,-1,1,0,-1,1,0,0,0,0,2,-2,1,0,0,0,doctor,"Time limit reached.
"
7847,-2,0,-1,1,0,0,1,-2,0,1,-2,2,1,0,1,0,0,actor,"prepare_deal(actor, soldier, meds) prepare_trap(doctor, soldier, actor) attack(actor, soldier)
"
7848,2,0,1,0,0,0,1,0,1,1,2,-2,0,0,1,0,0,soldier,"give_item(doctor, soldier, food) get_item(soldier, doctor, food)
"
7849,-2,-2,0,0,0,0,2,1,0,0,2,-2,2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
"
7850,2,2,0,1,1,2,2,-2,0,0,-1,-2,2,1,1,0,0,soldier,"Time limit reached.
"
7851,2,-1,-2,1,0,2,-1,-1,0,1,0,1,1,1,0,0,0,soldier,"give_item(actor, soldier, meds) get_item(soldier, actor, meds)
"
7852,0,1,-1,1,0,-1,-1,0,1,0,2,1,-2,1,1,0,0,actor,"Time limit reached.
"
7853,0,1,2,1,1,-2,-2,2,0,1,-2,1,1,1,0,0,0,soldier,"give_item(actor, soldier, meds) get_item(soldier, actor, meds)
"
7854,1,1,1,0,0,-2,-2,1,0,0,1,2,2,0,1,0,0,soldier,"Time limit reached.
"
7855,2,-2,1,0,1,1,-1,1,1,1,-1,1,-1,1,0,0,0,soldier,"Time limit reached.
"
7856,1,2,-2,1,0,1,0,0,1,0,-2,-2,1,1,1,0,0,actor,"Time limit reached.
"
7857,1,0,-2,0,1,-2,1,0,1,0,2,1,0,1,1,0,0,soldier,"Time limit reached.
"
7858,0,-2,-2,0,1,-1,2,-2,0,0,0,-1,-2,0,1,0,0,doctor,"prepare_meeting(actor, doctor) prepare_trap(soldier, actor, doctor) attack(doctor, actor)
"
7859,-2,1,-2,0,1,0,-2,1,1,1,-1,-2,0,1,0,0,0,actor,"give_item(soldier, actor, meds) get_item(actor, soldier, meds)
"
7860,1,-2,1,0,0,-2,-2,-2,0,1,2,-2,1,1,0,0,0,soldier,"give_item(doctor, soldier, food) get_item(soldier, doctor, food)
"
7861,0,-2,-2,1,1,-1,-1,1,1,1,1,2,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
"
7862,-2,0,0,0,1,-1,1,0,1,0,-1,2,1,0,1,0,0,actor,"prepare_deal(actor, doctor, food) prepare_trap(soldier, doctor, actor) attack(actor, doctor)
"
7863,2,-1,1,0,0,0,-2,-2,1,0,2,2,-2,0,1,0,0,doctor,"Time limit reached.
"
7864,-1,-1,0,0,1,-2,0,-2,1,0,-1,1,0,0,0,0,0,actor,"prepare_meeting(soldier, doctor) prepare_trap(actor, doctor, soldier) attack(actor, doctor)
"
7865,-2,0,-1,0,1,1,1,2,1,0,-1,2,-2,1,0,0,0,soldier,"Time limit reached.
"
7866,-2,1,-1,1,1,-1,-1,-2,0,0,-1,-1,0,0,1,0,0,actor,"prepare_meeting(actor, soldier) prepare_trap(doctor, soldier, actor) attack(actor, soldier)
"
7867,-2,0,-1,0,0,2,2,0,1,1,0,2,2,1,1,0,0,actor,"Time limit reached.
"
7868,2,-2,0,0,0,-2,2,0,1,0,-1,-1,2,1,1,0,0,doctor,"prepare_meeting(soldier, doctor)
"
7869,-1,-2,0,1,1,1,1,0,0,0,-2,1,-1,0,1,0,0,actor,"Time limit reached.
"
7870,0,2,0,0,1,1,1,-1,0,1,1,-2,1,1,0,0,0,actor,"Time limit reached.
"
7871,-2,-1,2,1,1,1,2,0,0,1,-2,0,1,0,0,0,0,actor,"Time limit reached.
"
7872,-1,1,0,0,1,2,-2,-1,0,0,-1,0,-1,0,0,0,0,soldier,"prepare_meeting(doctor, soldier)
"
7873,-1,1,0,0,1,0,0,0,1,1,1,2,-1,0,1,0,0,actor,"Time limit reached.
"
7874,1,2,-1,0,0,2,1,2,0,1,-1,-1,-2,0,1,0,0,doctor,"Time limit reached.
"
7875,-1,1,-2,1,1,0,-2,0,1,0,0,1,1,0,1,0,0,actor,"Time limit reached.
"
7876,-1,-2,0,1,0,1,0,1,0,0,0,2,-2,0,1,0,0,soldier,"Time limit reached.
"
7877,-2,-2,-1,1,0,1,1,2,1,1,-1,-2,-2,0,0,0,0,actor,"prepare_meeting(doctor, actor) prepare_trap(soldier, doctor, actor) attack(actor, doctor)
"
7878,-1,-1,0,0,1,0,1,-2,0,1,0,2,1,1,1,0,0,actor,"Time limit reached.
"
7879,-1,0,-2,0,1,-2,0,-2,1,1,0,2,-1,0,1,0,0,actor,"prepare_meeting(soldier, doctor) prepare_trap(actor, doctor, soldier) attack(actor, doctor)
"
7880,-1,-1,2,0,0,1,1,-1,0,0,0,-2,0,1,0,0,0,soldier,"Time limit reached.
"
7881,-2,1,0,0,1,-1,2,-1,1,0,0,1,2,1,0,0,0,doctor,"Time limit reached.
"
7882,0,-2,2,1,1,0,2,-1,0,0,-1,-2,-1,0,1,0,0,actor,"Time limit reached.
"
7883,0,2,-1,0,0,-2,-2,-1,1,0,-1,1,-2,0,0,0,0,soldier,"Time limit reached.
"
7884,2,1,-2,0,1,2,1,2,1,0,-2,-2,-1,0,1,0,0,soldier,"Time limit reached.
"
7885,-2,0,-1,0,1,-1,-2,0,0,0,-1,-2,-1,0,0,0,0,actor,"prepare_meeting(doctor, soldier) prepare_trap(actor, doctor, soldier) attack(actor, doctor)
"
7886,-2,0,-2,0,1,-1,0,1,1,0,0,-2,-2,0,1,0,0,actor,"give_item(soldier, actor, meds) get_item(actor, soldier, meds)
"
7887,1,2,1,0,1,2,0,-1,1,1,-1,-2,2,1,0,0,0,actor,"give_item(doctor, actor, food) get_item(actor, doctor, food)
"
7888,1,-1,-2,0,1,1,-2,1,1,1,2,1,-2,0,0,0,0,actor,"give_item(soldier, actor, meds) get_item(actor, soldier, meds)
"
7889,2,-2,2,0,1,-2,-1,-1,0,1,0,1,0,0,0,0,0,doctor,"Time limit reached.
"
7890,-1,-1,-1,1,0,-2,2,-1,1,0,0,-1,0,0,1,0,0,soldier,"prepare_meeting(doctor, actor) prepare_trap(soldier, doctor, actor) attack(soldier, doctor)
"
7891,2,-1,-2,0,0,1,2,-2,1,0,-1,0,-1,0,1,0,0,soldier,"Time limit reached.
"
7892,0,-1,1,0,0,-2,-1,-2,0,0,-1,-2,-2,0,1,0,0,doctor,"prepare_deal(doctor, soldier, food) prepare_trap(actor, soldier, doctor) attack(doctor, soldier)
"
7893,-2,-2,-1,1,1,-2,-1,2,1,0,2,-2,-1,1,0,0,0,soldier,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(soldier, actor)
"
7894,1,-1,2,0,0,-1,-2,-1,0,0,-1,0,2,0,1,0,0,actor,"Time limit reached.
"
7895,0,-2,-1,0,1,2,-2,-1,1,1,-2,-2,1,1,0,0,0,doctor,"give_item(actor, doctor, food) get_item(doctor, actor, food)
"
7896,0,-2,1,0,0,0,0,2,0,0,-1,0,2,1,1,0,0,doctor,"Time limit reached.
"
7897,-1,0,1,1,1,2,2,0,1,1,1,1,2,1,0,0,0,actor,"give_item(doctor, actor, food) get_item(actor, doctor, food)
"
7898,1,0,2,1,1,2,-2,0,0,0,-2,-2,2,1,0,0,0,actor,"prepare_meeting(actor, soldier) prepare_trap(doctor, soldier, actor) attack(actor, soldier)
"
7899,0,-2,-2,0,1,2,1,0,1,1,-1,1,-2,1,1,0,0,actor,"Time limit reached.
"
7900,-1,-2,0,0,0,-2,1,-2,0,0,-1,2,-1,1,0,0,0,doctor,"Time limit reached.
"
7901,0,0,-2,1,1,2,2,-1,1,1,-1,1,2,0,0,0,0,actor,"Time limit reached.
"
7902,2,1,1,1,1,1,-1,-2,0,0,2,2,1,1,0,0,0,doctor,"Time limit reached.
"
7903,1,-1,1,1,0,-2,2,2,1,0,-1,0,1,1,1,0,0,soldier,"give_item(doctor, soldier, food) get_item(soldier, doctor, food)
"
7904,1,2,-2,0,0,2,-1,1,0,1,0,1,1,1,1,0,0,actor,"Time limit reached.
"
7905,-2,2,-2,1,0,2,-1,-1,0,1,1,-2,0,0,1,0,0,doctor,"Time limit reached.
"
7906,-2,2,1,1,1,-2,2,2,1,1,0,1,-2,1,1,0,0,soldier,"give_item(doctor, soldier, food) get_item(soldier, doctor, food)
"
7907,2,2,-2,0,0,0,-1,0,0,1,1,-1,-1,1,0,0,0,soldier,"Time limit reached.
"
7908,2,-1,2,1,0,-1,2,1,0,0,1,-1,2,1,1,0,0,actor,"give_item(soldier, actor, meds) get_item(actor, soldier, meds)
"
7909,-2,1,1,0,0,-1,1,0,0,0,-2,-1,2,1,1,0,0,actor,"give_item(doctor, actor, food) get_item(actor, doctor, food)
"
7910,1,1,2,0,0,-1,2,-2,1,1,-1,2,-2,0,0,0,0,actor,"Time limit reached.
"
7911,-2,0,0,0,0,-1,0,2,0,1,-2,-1,-1,0,1,0,0,doctor,"prepare_meeting(doctor, actor) prepare_trap(soldier, actor, doctor) attack(doctor, actor)
"
7912,1,0,1,1,1,0,2,1,1,0,-1,-2,0,0,0,0,0,soldier,"Time limit reached.
"
7913,0,-2,2,1,0,-2,0,1,0,1,2,1,1,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
"
7914,2,2,1,1,0,1,-1,0,0,0,0,-2,1,1,1,0,0,actor,"Time limit reached.
"
7915,0,0,0,0,0,-1,2,2,0,0,-2,1,-1,0,0,0,0,actor,"Time limit reached.
"
7916,-2,-2,-2,1,1,0,2,2,1,1,0,2,-1,1,1,0,0,soldier,"Time limit reached.
"
7917,1,-1,-2,0,1,0,2,1,1,0,-1,2,0,0,1,0,0,actor,"give_item(soldier, actor, meds) get_item(actor, soldier, meds)
"
7918,-2,2,-1,1,1,1,0,1,0,1,0,-1,1,1,0,0,0,actor,"Time limit reached.
"
7919,-2,0,-2,0,0,-2,2,0,1,0,-2,-2,-1,0,1,0,0,soldier,"prepare_meeting(doctor, actor) prepare_trap(soldier, doctor, actor) attack(soldier, doctor)
"
7920,0,0,2,1,0,-1,-2,2,1,1,-1,-2,1,0,1,0,0,actor,"Time limit reached.
"
7921,-1,-1,1,0,1,2,1,2,0,0,2,0,0,0,0,0,0,actor,"give_item(doctor, actor, food) get_item(actor, doctor, food)
"
7922,-2,2,-1,0,0,1,1,1,1,1,0,2,-2,0,1,0,0,actor,"give_item(soldier, actor, meds) get_item(actor, soldier, meds)
"
7923,1,1,-2,0,0,2,-2,-1,1,0,0,-1,0,1,0,0,0,doctor,"Time limit reached.
"
7924,-1,1,0,1,0,0,0,-1,0,0,0,-1,-1,0,1,0,0,soldier,"Time limit reached.
"
7925,2,-1,-1,0,0,-1,-1,2,1,1,-1,1,0,1,1,0,0,soldier,"prepare_meeting(actor, doctor) prepare_trap(soldier, doctor, actor) attack(soldier, doctor)
"
7926,-2,-2,0,0,0,-1,2,-1,0,1,-2,0,0,1,0,0,0,soldier,"prepare_meeting(doctor, actor) prepare_trap(soldier, doctor, actor) attack(soldier, doctor)
"
7927,-1,-2,1,0,1,-1,1,-1,1,1,1,2,2,0,0,0,0,doctor,"Time limit reached.
"
7928,1,2,-1,1,0,-2,0,-1,1,1,-2,2,-1,1,1,0,0,soldier,"Time limit reached.
"
7929,2,0,-2,0,0,2,-2,1,0,1,-1,-1,2,0,1,0,0,actor,"give_item(soldier, actor, meds) get_item(actor, soldier, meds)
"
7930,-1,1,-2,1,1,-2,-2,2,1,0,-1,2,1,0,0,0,0,actor,"prepare_deal(actor, doctor, food) prepare_trap(soldier, doctor, actor) attack(actor, doctor)
"
7931,1,0,-1,1,1,-1,0,0,0,1,1,1,-1,0,1,0,0,doctor,"Time limit reached.
"
7932,1,0,-2,1,1,-2,-2,2,1,1,0,-1,-2,1,1,0,0,soldier,"Time limit reached.
"
7933,1,0,1,1,0,-2,2,2,1,1,-2,1,0,1,0,0,0,soldier,"give_item(doctor, soldier, food) get_item(soldier, doctor, food)
"
7934,1,-2,2,0,1,2,-2,2,1,0,-1,1,0,1,1,0,0,soldier,"Time limit reached.
"
7935,-2,-2,2,1,1,-2,-2,1,1,0,-2,2,2,1,1,0,0,soldier,"Time limit reached.
"
7936,-2,1,0,1,0,0,2,-2,1,1,-2,-2,0,0,0,0,0,actor,"Time limit reached.
"
7937,0,1,2,0,0,0,-1,-1,0,0,-1,-2,0,0,1,0,0,soldier,"Time limit reached.
"
7938,-2,2,2,1,0,-1,1,0,0,0,-2,-1,2,0,1,0,0,soldier,"Time limit reached.
"
7939,0,-1,1,1,0,-2,2,-1,0,0,0,2,-1,0,0,0,0,soldier,"give_item(doctor, soldier, food) get_item(soldier, doctor, food)
"
7940,-1,1,0,1,0,1,2,2,1,0,-1,-2,1,1,1,0,0,actor,"Time limit reached.
"
7941,-2,0,1,0,1,-1,0,0,1,0,-1,2,0,1,0,0,0,soldier,"give_item(doctor, soldier, food) get_item(soldier, doctor, food)
"
7942,-2,-2,1,0,0,1,0,2,1,1,1,2,0,1,1,0,0,soldier,"give_item(doctor, soldier, food) get_item(soldier, doctor, food)
"
7943,1,-2,2,1,1,-1,0,-1,0,1,1,1,-1,0,1,0,0,actor,"Time limit reached.
"
7944,0,-1,2,0,0,-2,1,2,0,1,-1,0,2,0,0,0,0,soldier,"Time limit reached.
"
7945,-2,2,2,1,0,2,0,2,0,1,0,0,-1,1,1,0,0,soldier,"Time limit reached.
"
7946,2,1,2,1,1,1,0,0,1,0,2,0,2,0,0,0,0,soldier,"Time limit reached.
"
7947,-2,-2,-2,0,1,-2,2,0,0,0,-2,0,-2,1,1,0,0,soldier,"prepare_meeting(doctor, actor) prepare_trap(soldier, doctor, actor) attack(soldier, doctor)
"
7948,-2,-1,2,0,1,-1,-1,0,1,1,-1,1,1,1,1,0,0,doctor,"give_item(actor, doctor, food) get_item(doctor, actor, food)
"
7949,0,-2,-1,0,0,2,-2,-1,1,1,1,2,-2,0,1,0,0,doctor,"Time limit reached.
"
7950,-2,-1,-1,1,0,-1,1,0,1,0,2,-1,0,0,1,0,0,soldier,"Time limit reached.
"
7951,1,-2,2,0,0,2,1,-1,1,0,-2,0,0,1,0,0,0,doctor,"Time limit reached.
"
7952,-2,-1,-2,1,0,-1,-2,2,1,1,2,-2,1,0,1,0,0,actor,"Time limit reached.
"
7953,-1,-2,-1,0,1,0,2,1,0,1,2,0,1,1,1,0,0,soldier,"Time limit reached.
"
7954,-1,-2,1,1,1,1,-2,-2,0,0,1,1,1,1,1,0,0,actor,"prepare_deal(doctor, soldier, food) prepare_trap(actor, soldier, doctor) attack(actor, soldier)
"
7955,-1,1,0,0,0,-1,-2,0,1,1,0,2,2,1,1,0,0,soldier,"Time limit reached.
"
7956,2,2,-1,0,0,0,1,-2,1,1,1,2,1,0,1,0,0,actor,"Time limit reached.
"
7957,-2,2,-2,0,0,2,-1,0,1,0,2,-1,2,0,1,0,0,soldier,"Time limit reached.
"
7958,-1,2,-1,0,1,1,0,-1,0,1,0,0,2,0,0,0,0,actor,"prepare_meeting(doctor, soldier) prepare_trap(actor, doctor, soldier) attack(actor, doctor)
"
7959,1,-1,-2,1,1,-2,-1,1,0,1,1,0,1,0,1,0,0,soldier,"Time limit reached.
"
7960,1,-1,0,1,1,2,-2,0,0,0,2,0,-1,1,1,0,0,actor,"Time limit reached.
"
7961,2,2,1,1,0,-1,2,0,0,1,2,1,-2,1,0,0,0,actor,"give_item(doctor, actor, food) get_item(actor, doctor, food)
"
7962,1,1,2,0,1,0,2,1,1,1,0,-1,1,1,1,0,0,actor,"Time limit reached.
"
7963,-2,1,-1,1,1,1,-1,0,1,0,0,2,-2,1,0,0,0,actor,"Time limit reached.
"
7964,-2,2,0,1,1,2,0,2,0,0,-2,-2,2,0,0,0,0,doctor,"prepare_meeting(doctor, soldier) prepare_trap(actor, soldier, doctor) attack(doctor, soldier)
"
7965,0,-1,-1,1,1,2,1,-2,1,1,-2,-2,0,0,1,0,0,actor,"Time limit reached.
"
7966,0,-1,-2,0,0,1,1,0,1,0,2,2,-2,1,0,0,0,actor,"Time limit reached.
"
7967,-1,-1,0,0,1,0,-1,2,1,1,-2,1,-2,0,1,0,0,actor,"Time limit reached.
"
7968,2,0,-2,0,1,2,2,0,1,0,2,1,-1,0,0,0,0,doctor,"Time limit reached.
"
7969,0,1,-1,0,0,-2,1,-1,0,0,2,-2,1,0,0,0,0,actor,"Time limit reached.
"
7970,-2,2,2,1,0,2,-2,-2,1,1,-2,-2,2,0,0,0,0,doctor,"prepare_meeting(doctor, soldier) prepare_trap(actor, soldier, doctor) attack(doctor, soldier)
"
7971,0,-1,-2,0,1,0,-1,0,1,0,-2,-1,-2,0,1,0,0,doctor,"prepare_meeting(actor, doctor) prepare_trap(soldier, actor, doctor) attack(doctor, actor)
"
7972,-1,2,0,0,1,-2,-2,-2,0,1,0,0,-2,0,0,0,0,soldier,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(soldier, actor)
"
7973,1,1,-2,1,0,0,1,-2,0,1,1,0,0,1,1,0,0,doctor,"Time limit reached.
"
7974,-2,-1,-1,0,0,-1,0,0,1,0,-2,1,-1,1,1,0,0,soldier,"prepare_meeting(doctor, soldier) prepare_trap(actor, doctor, soldier) attack(soldier, doctor)
"
7975,1,0,-1,0,0,-1,-2,-2,1,1,2,-2,1,0,0,0,0,actor,"Time limit reached.
"
7976,1,0,-1,1,1,-1,-1,-1,1,1,-1,-2,-2,1,0,0,0,actor,"prepare_meeting(actor, doctor) prepare_trap(soldier, doctor, actor) attack(actor, doctor)
"
7977,-1,-1,1,0,1,1,-1,0,1,1,-2,-1,0,1,1,0,0,doctor,"Time limit reached.
"
7978,-1,-2,-1,0,0,-1,1,-1,1,0,0,-2,-2,0,0,0,0,soldier,"prepare_meeting(doctor, actor) prepare_trap(soldier, doctor, actor) attack(soldier, doctor)
"
7979,-2,1,2,0,1,-1,-2,-2,0,1,0,2,-2,0,1,0,0,doctor,"Time limit reached.
"
7980,-2,-1,-2,0,1,0,-1,0,1,0,2,1,-2,0,1,0,0,doctor,"Time limit reached.
"
7981,-2,1,-2,0,0,1,-2,-1,0,0,0,2,-1,0,1,0,0,actor,"Time limit reached.
"
7982,0,2,0,1,0,-2,2,2,1,0,2,0,0,0,0,0,0,doctor,"Time limit reached.
"
7983,-1,0,2,1,0,2,-2,1,0,0,-1,-2,-1,1,1,0,0,actor,"give_item(soldier, actor, meds) get_item(actor, soldier, meds)
"
7984,0,2,-2,0,1,-1,-1,-1,1,1,-1,-2,0,1,1,0,0,doctor,"prepare_meeting(actor, soldier) prepare_trap(doctor, soldier, actor) attack(doctor, soldier)
"
7985,1,-2,-1,1,0,-2,-1,2,0,1,0,1,0,0,1,0,0,doctor,"Time limit reached.
"
7986,-2,0,0,1,0,-2,1,0,0,1,-1,-1,-1,0,0,0,0,soldier,"prepare_meeting(soldier, doctor) prepare_trap(actor, doctor, soldier) attack(soldier, doctor)
"
7987,2,-1,-1,1,0,2,1,1,0,1,2,-1,0,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
"
7988,-2,-2,-1,0,0,2,0,-1,1,0,-1,-2,1,0,1,0,0,soldier,"give_item(actor, soldier, meds) get_item(soldier, actor, meds)
"
7989,-1,1,0,1,1,-1,2,-2,0,1,0,-2,0,1,1,0,0,doctor,"Time limit reached.
"
7990,0,1,2,1,1,2,2,0,1,0,0,1,0,0,0,0,0,doctor,"Time limit reached.
"
7991,-2,-2,2,1,0,1,2,0,0,0,1,-1,-2,0,1,0,0,actor,"prepare_meeting(doctor, actor)
"
7992,-2,1,2,0,1,1,0,0,0,1,2,-1,1,0,0,0,0,doctor,"give_item(actor, doctor, food) get_item(doctor, actor, food)
"
7993,2,1,2,0,1,-2,-2,0,0,0,-2,0,2,1,1,0,0,doctor,"Time limit reached.
"
7994,-1,1,2,1,1,0,1,-2,1,1,1,-1,0,1,1,0,0,doctor,"Time limit reached.
"
7995,2,1,-1,1,0,1,1,2,0,0,0,0,1,0,1,0,0,soldier,"give_item(actor, soldier, meds) get_item(soldier, actor, meds)
"
7996,0,-2,0,1,1,1,-2,-1,0,1,1,-2,0,1,1,0,0,actor,"Time limit reached.
"
7997,-1,0,-2,0,1,-2,1,-2,0,1,-1,0,-2,1,0,0,0,soldier,"prepare_meeting(actor, doctor) prepare_trap(soldier, doctor, actor) attack(soldier, doctor)
"
7998,-2,0,1,0,1,-1,1,2,1,1,1,-1,-2,1,1,0,0,actor,"give_item(doctor, actor, food) get_item(actor, doctor, food)
"
7999,2,-2,-2,0,1,-1,2,-1,1,1,1,2,-1,0,0,0,0,actor,"prepare_meeting(soldier, doctor) prepare_trap(actor, doctor, soldier) attack(actor, doctor)
"
8000,0,2,2,0,1,-1,-2,-2,1,1,1,-2,-1,1,1,0,0,actor,"prepare_meeting(doctor, actor)
"
8001,2,-2,1,1,1,1,1,0,1,0,2,-2,-2,1,1,0,0,doctor,"Time limit reached.
"
8002,2,-1,-1,0,1,2,2,-2,1,0,0,0,1,1,0,0,0,actor,"prepare_deal(actor, doctor, food) prepare_trap(soldier, doctor, actor) attack(actor, doctor)
"
8003,2,2,1,1,1,2,-2,2,0,1,2,1,0,1,1,0,0,actor,"give_item(doctor, actor, food) get_item(actor, doctor, food)
"
8004,2,2,2,0,0,-2,0,-1,1,0,1,-2,-1,1,1,0,0,actor,"Time limit reached.
"
8005,0,-1,1,1,1,2,0,2,1,1,1,-2,1,1,0,0,0,actor,"Time limit reached.
"
8006,2,1,0,1,1,-2,2,-1,0,0,-2,0,1,1,0,0,0,soldier,"give_item(actor, soldier, meds) get_item(soldier, actor, meds)
"
8007,2,0,2,0,0,-1,-1,2,1,0,-2,-2,0,1,1,0,0,doctor,"Time limit reached.
"
8008,-2,0,2,1,0,-1,-1,1,1,1,0,-1,-2,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
"
8009,0,2,-1,1,0,2,0,-1,1,1,2,2,-1,0,0,0,0,soldier,"Time limit reached.
"
8010,0,-1,1,1,0,2,-2,-2,1,1,-1,2,2,0,1,0,0,soldier,"give_item(doctor, soldier, food) get_item(soldier, doctor, food)
"
8011,-2,1,1,1,0,0,-1,0,1,0,2,-2,0,0,1,0,0,actor,"give_item(doctor, actor, food) get_item(actor, doctor, food)
"
8012,0,1,2,0,1,0,-1,1,0,0,2,-1,1,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
"
8013,1,0,1,0,1,2,-1,1,1,1,-1,-2,0,1,1,0,0,soldier,"Time limit reached.
"
8014,-1,-1,-1,1,0,1,0,0,0,1,-2,-1,-1,1,0,0,0,doctor,"Time limit reached.
"
8015,0,2,-2,1,0,2,2,1,1,1,1,-2,1,1,0,0,0,actor,"Time limit reached.
"
8016,0,-2,0,0,0,2,2,1,1,0,2,0,-1,0,0,0,0,actor,"give_item(soldier, actor, meds) get_item(actor, soldier, meds)
"
8017,0,-1,2,0,0,2,-2,2,1,1,1,0,2,1,0,0,0,soldier,"Time limit reached.
"
8018,0,0,2,1,1,2,1,-2,1,1,0,2,-2,0,0,0,0,soldier,"Time limit reached.
"
8019,-1,-2,2,0,0,1,2,-1,0,0,-1,-2,1,1,0,0,0,doctor,"give_item(actor, doctor, food) get_item(doctor, actor, food)
"
8020,-1,-1,1,1,1,2,1,-1,1,1,-1,1,-2,0,0,0,0,soldier,"give_item(doctor, soldier, food) get_item(soldier, doctor, food)
"
8021,2,-2,-2,0,0,-1,1,1,0,0,1,0,2,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
"
8022,-2,-2,2,0,0,0,-1,2,1,0,-1,-2,-2,1,0,0,0,actor,"Time limit reached.
"
8023,-1,2,-1,1,0,0,-2,-2,1,1,1,1,-1,0,1,0,0,soldier,"Time limit reached.
"
8024,-2,1,1,0,0,2,0,0,0,0,0,-1,2,1,1,0,0,doctor,"Time limit reached.
"
8025,0,1,-1,1,0,1,1,-1,1,1,1,1,2,1,1,0,0,soldier,"Time limit reached.
"
8026,2,0,2,0,0,2,2,1,1,0,1,2,0,1,1,0,0,actor,"give_item(soldier, actor, meds) get_item(actor, soldier, meds)
"
8027,1,0,-2,1,0,2,-2,0,0,0,-1,-1,2,1,1,0,0,doctor,"prepare_meeting(actor, soldier) prepare_trap(doctor, soldier, actor) attack(doctor, soldier)
"
8028,1,-1,2,0,0,-1,-2,-1,1,0,-2,-1,1,0,0,0,0,doctor,"give_item(actor, doctor, food) get_item(doctor, actor, food)
"
