,index,doctor_altruism,doctor_likes_soldier,doctor_likes_actor,doctor_has_food,doctor_has_meds,soldier_altruism,soldier_likes_doctor,soldier_likes_actor,soldier_has_food,soldier_has_meds,actor_altruism,actor_likes_doctor,actor_likes_soldier,actor_has_food,actor_has_meds,food_quantity,meds_quantity,active,results,wants_meds,wants_food,attacks_doctor,attacks_soldier,attacks_actor
2428,36420,-2,-2,-2,0,0,0,2,1,1,0,1,1,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2429,36435,-2,-2,-2,0,0,0,2,1,1,0,1,2,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2430,36450,-2,-2,-2,0,0,0,2,1,1,0,1,2,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2431,36465,-2,-2,-2,0,0,0,2,1,1,0,1,2,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2432,36480,-2,-2,-2,0,0,0,2,1,1,0,1,2,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2433,36495,-2,-2,-2,0,0,0,2,1,1,0,1,2,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2434,36510,-2,-2,-2,0,0,0,2,1,1,0,1,2,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2435,36525,-2,-2,-2,0,0,0,2,1,1,0,1,2,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2436,36540,-2,-2,-2,0,0,0,2,1,1,0,1,2,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2437,36555,-2,-2,-2,0,0,0,2,1,1,0,1,2,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2438,36570,-2,-2,-2,0,0,0,2,1,1,0,1,2,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2439,36585,-2,-2,-2,0,0,0,2,1,1,0,1,2,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2440,36600,-2,-2,-2,0,0,0,2,1,1,0,1,2,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2441,36615,-2,-2,-2,0,0,0,2,1,1,0,1,2,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2442,36630,-2,-2,-2,0,0,0,2,1,1,0,1,2,2,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2443,36645,-2,-2,-2,0,0,0,2,1,1,0,1,2,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2444,36660,-2,-2,-2,0,0,0,2,1,1,0,1,2,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2445,36675,-2,-2,-2,0,0,0,2,1,1,0,2,-2,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2446,36690,-2,-2,-2,0,0,0,2,1,1,0,2,-2,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2447,36705,-2,-2,-2,0,0,0,2,1,1,0,2,-2,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2448,36720,-2,-2,-2,0,0,0,2,1,1,0,2,-2,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2449,36735,-2,-2,-2,0,0,0,2,1,1,0,2,-2,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2450,36750,-2,-2,-2,0,0,0,2,1,1,0,2,-2,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2451,36765,-2,-2,-2,0,0,0,2,1,1,0,2,-2,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2452,36780,-2,-2,-2,0,0,0,2,1,1,0,2,-2,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2453,36795,-2,-2,-2,0,0,0,2,1,1,0,2,-2,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2454,36810,-2,-2,-2,0,0,0,2,1,1,0,2,-2,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2455,36825,-2,-2,-2,0,0,0,2,1,1,0,2,-2,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2456,36840,-2,-2,-2,0,0,0,2,1,1,0,2,-2,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2457,36855,-2,-2,-2,0,0,0,2,1,1,0,2,-2,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2458,36870,-2,-2,-2,0,0,0,2,1,1,0,2,-2,2,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2459,36885,-2,-2,-2,0,0,0,2,1,1,0,2,-2,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2460,36900,-2,-2,-2,0,0,0,2,1,1,0,2,-2,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2461,36915,-2,-2,-2,0,0,0,2,1,1,0,2,-1,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2462,36930,-2,-2,-2,0,0,0,2,1,1,0,2,-1,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2463,36945,-2,-2,-2,0,0,0,2,1,1,0,2,-1,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2464,36960,-2,-2,-2,0,0,0,2,1,1,0,2,-1,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2465,36975,-2,-2,-2,0,0,0,2,1,1,0,2,-1,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2466,36990,-2,-2,-2,0,0,0,2,1,1,0,2,-1,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2467,37005,-2,-2,-2,0,0,0,2,1,1,0,2,-1,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2468,37020,-2,-2,-2,0,0,0,2,1,1,0,2,-1,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2469,37035,-2,-2,-2,0,0,0,2,1,1,0,2,-1,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2470,37050,-2,-2,-2,0,0,0,2,1,1,0,2,-1,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2471,37065,-2,-2,-2,0,0,0,2,1,1,0,2,-1,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2472,37080,-2,-2,-2,0,0,0,2,1,1,0,2,-1,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2473,37095,-2,-2,-2,0,0,0,2,1,1,0,2,-1,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2474,37110,-2,-2,-2,0,0,0,2,1,1,0,2,-1,2,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2475,37125,-2,-2,-2,0,0,0,2,1,1,0,2,-1,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2476,37140,-2,-2,-2,0,0,0,2,1,1,0,2,-1,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2477,37155,-2,-2,-2,0,0,0,2,1,1,0,2,0,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2478,37170,-2,-2,-2,0,0,0,2,1,1,0,2,0,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2479,37185,-2,-2,-2,0,0,0,2,1,1,0,2,0,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2480,37200,-2,-2,-2,0,0,0,2,1,1,0,2,0,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2481,37215,-2,-2,-2,0,0,0,2,1,1,0,2,0,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2482,37230,-2,-2,-2,0,0,0,2,1,1,0,2,0,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2483,37245,-2,-2,-2,0,0,0,2,1,1,0,2,0,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2484,37260,-2,-2,-2,0,0,0,2,1,1,0,2,0,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2485,37275,-2,-2,-2,0,0,0,2,1,1,0,2,0,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2486,37290,-2,-2,-2,0,0,0,2,1,1,0,2,0,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2487,37305,-2,-2,-2,0,0,0,2,1,1,0,2,0,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2488,37320,-2,-2,-2,0,0,0,2,1,1,0,2,0,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2489,37335,-2,-2,-2,0,0,0,2,1,1,0,2,0,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2490,37350,-2,-2,-2,0,0,0,2,1,1,0,2,0,2,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2491,37365,-2,-2,-2,0,0,0,2,1,1,0,2,0,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2492,37380,-2,-2,-2,0,0,0,2,1,1,0,2,0,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2493,37395,-2,-2,-2,0,0,0,2,1,1,0,2,1,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2494,37410,-2,-2,-2,0,0,0,2,1,1,0,2,1,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2495,37425,-2,-2,-2,0,0,0,2,1,1,0,2,1,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2496,37440,-2,-2,-2,0,0,0,2,1,1,0,2,1,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2497,37455,-2,-2,-2,0,0,0,2,1,1,0,2,1,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2498,37470,-2,-2,-2,0,0,0,2,1,1,0,2,1,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2499,37485,-2,-2,-2,0,0,0,2,1,1,0,2,1,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2500,37500,-2,-2,-2,0,0,0,2,1,1,0,2,1,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2501,37515,-2,-2,-2,0,0,0,2,1,1,0,2,1,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2502,37530,-2,-2,-2,0,0,0,2,1,1,0,2,1,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2503,37545,-2,-2,-2,0,0,0,2,1,1,0,2,1,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2504,37560,-2,-2,-2,0,0,0,2,1,1,0,2,1,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2505,37575,-2,-2,-2,0,0,0,2,1,1,0,2,1,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2506,37590,-2,-2,-2,0,0,0,2,1,1,0,2,1,2,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2507,37605,-2,-2,-2,0,0,0,2,1,1,0,2,1,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2508,37620,-2,-2,-2,0,0,0,2,1,1,0,2,1,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2509,37635,-2,-2,-2,0,0,0,2,1,1,0,2,2,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2510,37650,-2,-2,-2,0,0,0,2,1,1,0,2,2,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2511,37665,-2,-2,-2,0,0,0,2,1,1,0,2,2,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2512,37680,-2,-2,-2,0,0,0,2,1,1,0,2,2,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2513,37695,-2,-2,-2,0,0,0,2,1,1,0,2,2,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2514,37710,-2,-2,-2,0,0,0,2,1,1,0,2,2,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2515,37725,-2,-2,-2,0,0,0,2,1,1,0,2,2,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2516,37740,-2,-2,-2,0,0,0,2,1,1,0,2,2,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2517,37755,-2,-2,-2,0,0,0,2,1,1,0,2,2,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2518,37770,-2,-2,-2,0,0,0,2,1,1,0,2,2,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2519,37785,-2,-2,-2,0,0,0,2,1,1,0,2,2,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2520,37800,-2,-2,-2,0,0,0,2,1,1,0,2,2,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2521,37815,-2,-2,-2,0,0,0,2,1,1,0,2,2,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2522,37830,-2,-2,-2,0,0,0,2,1,1,0,2,2,2,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2523,37845,-2,-2,-2,0,0,0,2,1,1,0,2,2,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2524,37860,-2,-2,-2,0,0,0,2,1,1,0,2,2,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2525,37875,-2,-2,-2,0,0,0,2,1,1,1,-2,-2,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2526,37890,-2,-2,-2,0,0,0,2,1,1,1,-2,-2,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2527,37905,-2,-2,-2,0,0,0,2,1,1,1,-2,-2,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2528,37920,-2,-2,-2,0,0,0,2,1,1,1,-2,-2,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2529,37935,-2,-2,-2,0,0,0,2,1,1,1,-2,-2,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2530,37950,-2,-2,-2,0,0,0,2,1,1,1,-2,-2,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2531,37965,-2,-2,-2,0,0,0,2,1,1,1,-2,-2,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2532,37980,-2,-2,-2,0,0,0,2,1,1,1,-2,-2,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2533,37995,-2,-2,-2,0,0,0,2,1,1,1,-2,-2,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2534,38010,-2,-2,-2,0,0,0,2,1,1,1,-2,-2,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2535,38025,-2,-2,-2,0,0,0,2,1,1,1,-2,-2,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2536,38040,-2,-2,-2,0,0,0,2,1,1,1,-2,-2,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2537,38055,-2,-2,-2,0,0,0,2,1,1,1,-2,-2,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2538,38070,-2,-2,-2,0,0,0,2,1,1,1,-2,-2,2,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2539,38085,-2,-2,-2,0,0,0,2,1,1,1,-2,-2,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2540,38100,-2,-2,-2,0,0,0,2,1,1,1,-2,-2,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2541,38115,-2,-2,-2,0,0,0,2,1,1,1,-2,-1,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2542,38130,-2,-2,-2,0,0,0,2,1,1,1,-2,-1,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2543,38145,-2,-2,-2,0,0,0,2,1,1,1,-2,-1,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2544,38160,-2,-2,-2,0,0,0,2,1,1,1,-2,-1,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2545,38175,-2,-2,-2,0,0,0,2,1,1,1,-2,-1,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2546,38190,-2,-2,-2,0,0,0,2,1,1,1,-2,-1,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2547,38205,-2,-2,-2,0,0,0,2,1,1,1,-2,-1,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2548,38220,-2,-2,-2,0,0,0,2,1,1,1,-2,-1,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2549,38235,-2,-2,-2,0,0,0,2,1,1,1,-2,-1,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2550,38250,-2,-2,-2,0,0,0,2,1,1,1,-2,-1,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2551,38265,-2,-2,-2,0,0,0,2,1,1,1,-2,-1,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2552,38280,-2,-2,-2,0,0,0,2,1,1,1,-2,-1,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2553,38295,-2,-2,-2,0,0,0,2,1,1,1,-2,-1,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2554,38310,-2,-2,-2,0,0,0,2,1,1,1,-2,-1,2,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2555,38325,-2,-2,-2,0,0,0,2,1,1,1,-2,-1,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2556,38340,-2,-2,-2,0,0,0,2,1,1,1,-2,-1,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2557,38355,-2,-2,-2,0,0,0,2,1,1,1,-2,0,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2558,38370,-2,-2,-2,0,0,0,2,1,1,1,-2,0,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2559,38385,-2,-2,-2,0,0,0,2,1,1,1,-2,0,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2560,38400,-2,-2,-2,0,0,0,2,1,1,1,-2,0,-1,0,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2561,38415,-2,-2,-2,0,0,0,2,1,1,1,-2,0,-1,1,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2562,38430,-2,-2,-2,0,0,0,2,1,1,1,-2,0,-1,1,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2563,38445,-2,-2,-2,0,0,0,2,1,1,1,-2,0,0,0,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2564,38460,-2,-2,-2,0,0,0,2,1,1,1,-2,0,0,0,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2565,38475,-2,-2,-2,0,0,0,2,1,1,1,-2,0,0,1,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2566,38490,-2,-2,-2,0,0,0,2,1,1,1,-2,0,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2567,38505,-2,-2,-2,0,0,0,2,1,1,1,-2,0,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2568,38520,-2,-2,-2,0,0,0,2,1,1,1,-2,0,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2569,38535,-2,-2,-2,0,0,0,2,1,1,1,-2,0,2,0,0,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2570,38550,-2,-2,-2,0,0,0,2,1,1,1,-2,0,2,0,1,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2571,38565,-2,-2,-2,0,0,0,2,1,1,1,-2,0,2,1,0,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2572,38580,-2,-2,-2,0,0,0,2,1,1,1,-2,0,2,1,1,1,1,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2573,38595,-2,-2,-2,0,0,0,2,1,1,1,-2,1,-2,0,1,0,0,doctor,"give_item(soldier, doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
2574,38610,-2,-2,-2,0,0,0,2,1,1,1,-2,1,-2,1,0,0,1,doctor,"find(doctor, meds) get_item(doctor, soldier, meds)
",1.0,0.0,0,0.0,0.0
2575,38625,-2,-2,-2,0,0,0,2,1,1,1,-2,1,-2,1,1,1,0,doctor,"find(doctor, food) get_item(doctor, soldier, food)
",0.0,1.0,0,0.0,0.0
