,char_acting_health,char_acting_knowledge,char_acting_altruism,char_acting_ambition,char_acting_support,char_acting_money,char_acting_satisfaction,char_acting_state,char_acting_relation_char1,char_acting_supports_char1,char_acting_relation_char2,char_acting_supports_char2,char1_health,char1_knowledge,char1_altruism,char1_ambition,char1_support,char1_money,char1_satisfaction,char1_state,char1_relation_char_acting,char1_supports_char_acting,char1_relation_char2,char1_supports_char2,char2_health,char2_knowledge,char2_altruism,char2_ambition,char2_support,char2_money,char2_satisfaction,char2_state,char2_relation_char_acting,char2_supports_char_acting,char2_relation_char1,char2_supports_char1,ship_defense,ship_status,ship_magic,results,time
3899,0,2,1,3,1,1,0,hidden,1,1,-1,0,0,2,1,3,1,1,0,blocked,-1,1,1,1,2,0,-2,0,1,0,0,blocked,1,0,-2,0,0,0,0,"No solution exists.
",1.1362318992614746
3900,2,0,1,0,1,0,0,blocked,-1,0,-2,1,1,2,-2,0,0,0,0,hidden,2,1,-2,0,1,0,2,2,1,0,0,blocked,-2,1,-2,1,0,-1,-1,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.3916113376617432
3901,2,0,-1,0,1,0,0,blocked,2,0,2,0,1,2,0,3,0,0,0,?,-1,1,-2,0,1,2,1,0,0,1,0,hidden,-1,0,2,1,-1,0,1,"unblock_yourself(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.0608539581298828
3902,1,0,2,3,0,1,0,?,1,0,2,0,0,2,0,2,1,0,0,hidden,-1,1,2,0,2,1,-1,3,1,0,0,blocked,2,1,-2,1,-1,0,1,"hide(char_acting) change_knowledge_up(char_acting) change_knowledge_up(char_acting) key_action2(char_acting)
",3.6686713695526123
3903,0,2,0,0,0,1,0,hidden,2,1,-2,1,1,0,0,3,1,1,0,blocked,0,1,1,1,0,1,1,1,0,1,0,blocked,2,0,-1,0,0,-1,-1,"No solution exists.
",0.9655506610870361
3904,1,2,0,1,0,0,0,?,0,1,2,1,1,0,-1,2,0,1,0,hidden,-1,0,2,1,2,1,2,3,1,1,0,?,-1,1,2,0,-1,0,-1,"change_ship_status_up(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.5429534912109375
3905,1,1,0,2,0,0,0,blocked,-2,1,0,1,1,0,-1,0,1,0,0,?,1,0,-1,1,0,1,0,1,0,0,0,hidden,-2,0,-1,0,1,-1,0,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.8707540035247803
3906,0,2,2,2,1,1,0,blocked,-1,0,-2,0,0,0,-1,0,0,1,0,hidden,2,1,0,0,0,2,2,4,1,0,0,hidden,-1,0,1,0,1,0,0,"No solution exists.
",0.9881196022033691
3907,0,0,-2,2,1,0,0,?,2,0,1,0,2,0,-2,4,1,1,0,blocked,-2,0,2,1,1,0,1,1,0,0,0,?,2,0,2,1,-1,0,-1,"No solution exists.
",0.9618008136749268
3908,1,2,2,1,0,1,0,blocked,0,1,-2,1,2,2,2,3,1,1,0,blocked,0,1,-2,0,1,2,-2,4,0,1,0,hidden,-2,1,2,0,1,0,1,"unblock_yourself(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.1497998237609863
3909,2,2,1,3,0,0,0,blocked,1,0,2,0,1,0,-1,3,1,1,0,blocked,2,0,1,0,0,2,0,0,1,1,0,hidden,-1,1,0,0,-1,1,1,"unblock_yourself(char_acting) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",1.2443087100982666
3910,1,2,-2,2,0,1,0,hidden,1,1,-1,1,0,0,-2,4,1,0,0,?,-1,0,2,0,0,0,-1,0,1,0,0,blocked,2,0,2,0,1,0,1,"change_ship_status_up(char_acting) key_action3(char_acting)
",1.0100083351135254
3911,2,0,-1,3,1,1,0,hidden,-1,1,2,1,1,0,1,1,1,0,0,blocked,-1,0,-1,0,0,0,2,4,0,0,0,blocked,1,1,-1,0,0,-1,1,"change_health_up(char_acting, char_acting) key_action2(char_acting)
",1.0361082553863525
3912,1,0,0,3,1,0,0,?,-2,1,-2,0,0,2,1,3,0,0,0,blocked,1,0,1,1,1,2,1,2,0,1,0,?,2,0,-1,1,1,-1,1,"change_health_up(char_acting, char_acting) change_health_up(char_acting, char_acting) key_action2(char_acting)
",1.1346948146820068
3913,1,0,-2,1,0,1,0,hidden,-1,1,-1,0,2,0,0,2,0,0,0,blocked,0,1,1,0,2,0,0,4,0,1,0,blocked,1,0,1,1,0,0,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.0455682277679443
3914,1,2,-1,3,1,1,0,hidden,1,1,-2,0,2,0,-1,3,1,1,0,hidden,1,0,0,1,1,1,-1,3,0,1,0,blocked,0,1,-2,0,-1,1,-1,"key_action2(char_acting)
",0.9152979850769043
3915,0,2,-1,3,0,0,0,blocked,1,0,-1,1,0,1,-1,4,1,0,0,hidden,2,1,-1,1,0,1,-2,1,1,0,0,?,2,0,2,1,0,0,0,"No solution exists.
",0.9127442836761475
3916,2,1,-1,3,1,0,0,hidden,-2,0,-1,1,0,0,2,0,1,1,0,hidden,2,0,-1,0,1,1,1,4,1,0,0,?,2,0,1,1,1,-1,1,"change_health_up(char_acting, char_acting) change_relation_down(char_acting, char2, char1) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",1.985262393951416
3917,1,2,2,2,0,1,0,blocked,-1,1,-2,0,0,0,1,3,0,1,0,?,1,1,2,1,0,1,2,3,0,0,0,blocked,2,1,-2,1,1,1,1,"unblock_yourself(char_acting) key_action3(char_acting)
",1.1689143180847168
3918,0,2,1,1,1,0,0,hidden,1,1,-1,1,0,1,-2,4,0,0,0,?,-1,1,1,1,2,0,-1,2,0,1,0,blocked,-2,0,2,1,-1,1,-1,"No solution exists.
",0.9240951538085938
3919,2,2,-2,1,0,0,0,blocked,1,1,-1,1,0,0,2,4,0,1,0,?,-1,0,1,1,0,0,0,3,0,1,0,?,0,1,-2,0,1,0,1,"unblock_yourself(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.5507450103759766
3920,2,1,-1,3,0,0,0,?,1,0,1,0,2,1,-2,2,0,1,0,?,2,0,-2,0,2,1,-1,1,1,0,0,blocked,2,0,-2,0,0,0,1,"change_health_up(char_acting, char_acting) key_action2(char_acting)
",1.0600247383117676
3921,0,0,-1,2,0,1,0,blocked,-1,0,0,1,0,0,2,0,1,0,0,hidden,1,1,2,0,1,1,1,1,0,1,0,hidden,-1,1,-1,0,1,1,0,"No solution exists.
",1.3095808029174805
3922,0,0,1,4,0,0,0,blocked,1,0,1,1,1,2,1,4,1,0,0,hidden,0,1,-1,0,1,2,-2,1,0,0,0,blocked,1,1,0,1,1,1,0,"No solution exists.
",1.236316442489624
3923,1,0,-2,1,1,0,0,hidden,1,0,1,0,2,0,2,0,1,1,0,hidden,1,1,1,0,2,2,0,3,1,1,0,blocked,0,0,2,0,0,-1,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.6904315948486328
3924,2,1,-2,4,1,0,0,?,-2,0,2,1,2,1,-2,3,1,1,0,hidden,-2,0,0,0,0,1,-2,0,1,1,0,blocked,-2,1,-2,0,1,1,-1,"key_action2(char_acting)
",1.2589144706726074
3925,2,0,1,3,0,0,0,hidden,2,0,-1,0,0,1,0,4,0,0,0,?,1,0,-1,0,1,2,-2,2,0,1,0,?,-2,0,1,0,1,-1,0,"change_health_up(char_acting, char_acting) change_knowledge_up(char_acting) change_knowledge_up(char_acting) change_relation_down(char_acting, char2, char1) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",3.7944886684417725
3926,1,0,-1,3,0,0,0,blocked,-2,0,0,0,2,0,0,3,1,1,0,?,-1,0,2,1,1,1,-1,4,1,1,0,?,2,0,1,0,1,-1,1,"Time limit reached.
",6.1688008308410645
3927,2,0,2,2,0,0,0,hidden,-1,1,2,1,0,2,0,3,1,1,0,blocked,-2,0,1,1,2,0,-1,2,1,1,0,hidden,-2,1,0,0,1,-1,-1,"change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",2.1871848106384277
3928,2,0,2,2,1,1,0,?,0,1,1,0,1,0,1,4,1,1,0,hidden,1,1,-1,0,1,2,-1,1,0,1,0,blocked,2,0,0,1,0,-1,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.9114131927490234
3929,1,0,-2,2,0,1,0,?,0,1,1,1,0,1,0,0,0,0,0,hidden,-1,0,0,0,2,2,2,0,0,1,0,?,-2,1,0,0,-1,1,1,"key_action3(char_acting)
",1.5659284591674805
3930,0,2,-1,4,0,0,0,hidden,0,1,-1,1,2,1,1,0,0,1,0,?,0,0,1,1,2,0,2,1,1,1,0,blocked,-2,1,-1,1,0,1,-1,"No solution exists.
",1.3211896419525146
3931,1,0,-1,0,0,0,0,hidden,1,1,-2,0,0,2,-2,2,1,1,0,?,-1,0,1,1,0,2,1,1,1,1,0,blocked,-1,1,1,0,0,0,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.5312705039978027
3932,2,2,-2,1,0,1,0,blocked,2,0,1,0,1,0,-1,4,0,0,0,blocked,-1,1,2,1,0,1,-1,4,0,1,0,?,2,1,1,0,1,0,1,"unblock_yourself(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.5446805953979492
3933,2,1,0,4,0,0,0,blocked,-2,1,0,1,1,1,0,4,0,0,0,?,0,0,-2,1,1,1,0,1,0,1,0,hidden,2,1,-2,1,1,0,-1,"unblock_yourself(char_acting) change_health_up(char_acting, char_acting) key_action2(char_acting)
",1.1065683364868164
3934,2,1,2,4,1,1,0,?,1,1,0,1,0,1,-2,4,1,0,0,hidden,0,0,1,1,0,1,0,3,0,0,0,blocked,0,1,2,0,-1,1,0,"Time limit reached.
",5.87185001373291
3935,2,1,0,0,1,0,0,hidden,-1,1,-1,1,1,0,-2,3,0,0,0,?,0,1,1,1,0,2,-2,1,0,1,0,hidden,0,1,-2,0,1,-1,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",2.1228561401367188
3936,2,1,0,1,0,0,0,hidden,0,1,0,0,0,1,-1,1,0,0,0,hidden,-2,1,-2,0,2,1,-1,3,0,1,0,blocked,-1,1,1,1,-1,0,-1,"change_ship_status_up(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.6627442836761475
3937,2,2,2,4,1,0,0,blocked,2,0,1,0,0,2,0,2,0,1,0,blocked,0,0,2,1,2,0,0,2,1,0,0,?,1,0,-2,1,1,1,-1,"unblock_yourself(char_acting) key_action2(char_acting)
",1.0768251419067383
3938,1,0,-2,3,1,1,0,blocked,-2,1,2,1,1,0,-1,4,0,1,0,blocked,0,0,0,0,2,0,0,4,1,1,0,blocked,2,0,-2,0,1,-1,-1,"unblock_yourself(char_acting) change_health_up(char_acting, char_acting) change_health_up(char_acting, char_acting) key_action2(char_acting)
",1.0991356372833252
3939,2,2,2,1,1,0,0,?,0,1,-1,1,2,1,1,3,0,1,0,blocked,2,1,-2,0,2,0,0,0,1,0,0,hidden,1,0,2,1,1,1,-1,"change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.6049902439117432
3940,1,1,0,0,0,0,0,blocked,0,0,-2,1,0,2,0,4,1,1,0,?,1,0,1,1,1,0,-2,3,1,1,0,hidden,0,1,1,0,-1,-1,1,"unblock_yourself(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.1460120677947998
3941,0,2,2,0,1,0,0,hidden,2,0,-2,0,0,0,0,4,0,0,0,blocked,0,0,-1,1,0,0,-2,3,1,1,0,blocked,2,0,0,0,-1,0,-1,"No solution exists.
",0.9356958866119385
3942,1,1,-2,0,0,1,0,?,-2,0,-2,1,2,1,-1,3,0,1,0,?,-2,1,0,0,1,0,-2,4,0,1,0,hidden,2,1,0,1,0,1,1,"key_action3(char_acting)
",0.9482920169830322
3943,2,2,-2,2,1,1,0,hidden,1,0,-1,1,1,2,1,2,1,1,0,blocked,0,0,1,1,0,0,-1,2,0,0,0,hidden,2,0,-1,0,0,0,-1,"change_ship_status_up(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.4430956840515137
3944,1,0,0,2,1,1,0,blocked,2,0,-1,1,0,0,-1,2,0,0,0,hidden,-1,0,2,0,1,2,1,1,0,0,0,hidden,1,1,0,1,-1,0,0,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.0090587139129639
3945,1,2,-2,1,1,1,0,blocked,1,0,0,0,0,0,0,2,1,0,0,?,1,0,-2,1,0,2,1,4,1,1,0,?,0,0,0,0,0,1,-1,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.4023048877716064
3946,2,0,2,0,0,1,0,hidden,2,1,0,0,0,1,-2,1,0,0,0,?,2,0,-1,1,2,2,2,4,0,1,0,?,-2,1,-1,0,0,-1,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.789039134979248
3947,2,2,2,0,1,1,0,blocked,1,1,-2,0,0,2,-1,4,1,1,0,hidden,-1,0,-1,0,0,2,1,0,1,0,0,hidden,0,0,-1,1,1,1,0,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.1131527423858643
3948,2,0,-2,3,1,1,0,hidden,0,1,2,0,2,1,-2,4,0,1,0,hidden,-1,0,-2,1,0,2,-1,4,1,0,0,blocked,1,1,2,1,0,-1,1,"Time limit reached.
",6.027795314788818
3949,2,2,-1,2,0,0,0,hidden,2,0,-1,1,2,0,0,1,0,0,0,blocked,-2,1,2,0,1,0,0,2,1,0,0,blocked,-2,1,2,0,0,1,0,"change_ship_magic_up(char_acting) key_action3(char_acting)
",1.1065504550933838
3950,2,0,-2,4,1,0,0,?,-1,1,0,0,2,2,-1,4,0,0,0,?,2,0,-1,0,0,0,0,3,1,1,0,?,0,0,2,1,-1,0,0,"Time limit reached.
",6.562568664550781
3951,2,2,0,1,1,1,0,hidden,1,1,0,0,2,2,-2,1,1,0,0,blocked,0,1,-2,0,0,2,-2,0,0,1,0,blocked,-1,1,-1,0,0,1,-1,"change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.7410218715667725
3952,0,2,2,4,0,0,0,?,1,1,1,1,1,2,1,1,0,0,0,blocked,-1,1,0,0,2,0,2,1,1,0,0,blocked,-2,1,-1,1,-1,1,1,"No solution exists.
",0.9454376697540283
3953,1,1,-1,4,0,0,0,hidden,0,1,-1,0,2,1,2,0,0,1,0,hidden,2,0,1,1,0,1,-2,1,0,0,0,?,-1,0,1,1,0,1,-1,"Time limit reached.
",5.956027984619141
3954,0,2,1,0,0,1,0,blocked,1,0,-1,0,0,1,-1,4,1,1,0,hidden,2,0,0,0,1,2,2,1,0,1,0,hidden,-2,1,2,1,-1,-1,0,"No solution exists.
",1.0049116611480713
3955,0,0,0,4,0,1,0,hidden,0,0,1,0,0,2,-1,2,1,0,0,?,-2,1,1,1,0,2,-1,3,1,1,0,?,1,1,0,0,1,-1,0,"No solution exists.
",1.1315720081329346
3956,2,2,2,0,1,1,0,?,0,0,-1,0,2,0,1,0,0,1,0,hidden,-1,0,-2,0,0,2,0,1,1,0,0,?,2,0,2,0,0,-1,1,"change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.585383653640747
3957,1,2,0,0,1,0,0,?,0,0,1,1,2,1,0,4,1,1,0,hidden,1,1,-1,0,1,2,1,4,0,0,0,blocked,1,0,2,0,0,1,-1,"change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.1539413928985596
3958,0,0,0,1,1,1,0,blocked,0,1,1,1,1,2,0,1,0,0,0,?,0,0,1,0,1,1,-2,4,0,1,0,blocked,1,1,2,0,-1,-1,1,"No solution exists.
",0.861189603805542
3959,1,2,2,1,0,1,0,?,-1,1,-1,0,1,0,2,4,0,0,0,hidden,1,1,2,1,2,0,-1,3,1,1,0,?,-1,0,-1,1,1,1,0,"change_ship_magic_up(char_acting) key_action3(char_acting)
",0.9039707183837891
3960,1,0,-1,3,0,1,0,?,-2,1,2,0,1,0,1,1,1,0,0,?,1,1,0,0,0,2,0,3,1,1,0,blocked,1,0,2,0,-1,-1,0,"Time limit reached.
",5.881687641143799
3961,0,1,0,0,0,0,0,hidden,2,1,1,1,0,0,1,0,0,0,0,hidden,1,1,-1,1,2,2,1,4,0,0,0,?,-2,0,-2,1,-1,-1,0,"No solution exists.
",1.0458402633666992
3962,0,0,0,4,0,0,0,blocked,-1,1,-2,1,1,1,-1,2,0,0,0,blocked,0,1,2,1,2,0,2,0,0,1,0,blocked,-1,1,-1,1,0,1,1,"No solution exists.
",1.032400131225586
3963,1,1,-2,0,1,0,0,hidden,-1,0,0,0,0,2,2,1,1,1,0,hidden,1,1,-1,0,1,1,-2,3,1,0,0,?,2,1,2,0,-1,1,-1,"change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.174839973449707
3964,0,2,-2,3,1,0,0,?,-1,0,-1,0,1,0,-1,2,1,0,0,blocked,-1,1,0,0,0,2,2,3,1,0,0,hidden,0,1,0,1,1,-1,0,"No solution exists.
",0.9044499397277832
3965,0,1,-2,0,0,1,0,?,0,1,-1,0,0,0,1,1,1,0,0,?,1,1,0,0,1,1,2,4,1,1,0,blocked,-1,1,2,0,0,-1,1,"No solution exists.
",0.8040628433227539
3966,1,0,0,1,0,1,0,?,2,0,0,1,2,0,-1,1,0,0,0,blocked,1,0,-2,1,0,2,-1,0,0,0,0,hidden,-1,1,2,1,0,-1,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.25638747215271
3967,1,0,-1,4,0,1,0,hidden,1,1,-1,0,0,0,-1,3,0,1,0,?,-1,0,-1,0,2,0,-2,4,1,1,0,blocked,-2,0,2,0,1,0,-1,"Time limit reached.
",5.815106153488159
3968,0,1,0,3,1,0,0,?,0,0,-1,1,0,1,-2,0,0,0,0,blocked,0,0,0,0,0,2,0,0,1,0,0,?,-2,1,-2,1,1,0,-1,"No solution exists.
",0.7591784000396729
3969,2,2,-1,2,1,0,0,blocked,2,0,2,1,0,2,-2,0,1,1,0,?,1,1,2,0,2,1,1,3,1,1,0,?,1,1,-1,0,0,1,0,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.0322527885437012
3970,1,0,-2,3,1,0,0,blocked,1,0,-1,1,2,1,0,3,1,0,0,?,2,0,-1,0,1,1,0,1,0,1,0,blocked,0,1,1,1,-1,1,1,"Time limit reached.
",5.9494788646698
3971,0,2,2,1,0,1,0,?,-1,0,-2,0,2,1,0,1,1,1,0,hidden,1,0,-2,1,0,0,0,4,1,0,0,hidden,1,1,2,1,1,1,1,"No solution exists.
",0.682873010635376
3972,2,2,-2,1,0,1,0,?,-2,1,-1,1,2,0,-2,0,0,0,0,?,2,0,0,1,2,0,-2,4,1,1,0,hidden,-1,1,1,0,0,-1,-1,"change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.5419259071350098
3973,0,1,-1,0,0,1,0,hidden,0,0,1,0,1,0,-2,4,0,0,0,?,2,0,2,1,2,2,2,0,1,1,0,hidden,-2,0,1,0,-1,-1,-1,"No solution exists.
",0.8105957508087158
3974,1,2,-2,0,0,1,0,hidden,2,0,-2,0,2,1,0,1,1,0,0,?,1,0,1,1,1,1,0,1,1,1,0,hidden,-1,1,1,1,1,1,0,"change_ship_magic_up(char_acting) key_action3(char_acting)
",0.9634287357330322
3975,0,2,1,0,0,0,0,blocked,0,0,-2,0,0,2,-2,4,0,1,0,hidden,-1,0,0,1,1,0,-1,1,0,0,0,?,-2,0,1,1,1,-1,0,"No solution exists.
",0.7761690616607666
3976,1,2,-2,0,1,1,0,hidden,-1,0,0,1,2,0,2,0,1,1,0,hidden,2,0,-1,0,2,2,2,4,1,0,0,?,-2,0,1,0,0,-1,0,"change_ship_magic_up(char_acting) change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.3140299320220947
3977,0,0,1,2,1,0,0,blocked,0,1,-2,1,0,0,-1,1,0,1,0,?,-1,0,2,1,0,0,0,1,1,1,0,hidden,-1,1,-2,0,1,1,0,"No solution exists.
",0.7362947463989258
3978,1,1,2,3,0,1,0,hidden,-2,1,0,1,1,0,-1,0,1,0,0,?,-1,1,1,1,1,0,-2,3,1,1,0,?,-1,1,1,0,1,-1,0,"Time limit reached.
",5.8895180225372314
3979,0,0,-2,2,0,0,0,?,0,1,2,0,2,1,-2,3,1,1,0,?,2,0,-2,0,1,0,-1,2,1,1,0,?,2,0,-2,0,-1,-1,-1,"No solution exists.
",0.7237458229064941
3980,2,2,-2,4,1,1,0,blocked,0,1,1,0,1,0,2,3,1,0,0,hidden,-2,1,2,1,0,2,-2,0,0,1,0,?,-1,1,1,0,0,-1,-1,"unblock_yourself(char_acting) change_health_up(char_acting, char_acting) change_relation_down(char_acting, char2, char1) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",2.3863730430603027
3981,1,2,0,1,0,1,0,blocked,2,0,-2,0,1,0,0,4,1,0,0,hidden,0,1,1,1,0,0,-2,0,0,1,0,blocked,0,0,0,0,0,0,0,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",0.9009978771209717
3982,0,0,2,1,1,0,0,hidden,1,1,2,0,1,0,-1,1,1,0,0,?,1,1,-2,0,1,0,-1,0,1,0,0,hidden,1,1,-1,0,0,0,-1,"No solution exists.
",0.8357906341552734
3983,2,2,0,3,0,1,0,blocked,-2,0,-1,1,1,2,0,1,1,0,0,?,1,0,-2,1,2,0,-1,2,0,1,0,blocked,2,1,1,0,-1,1,-1,"unblock_yourself(char_acting) change_health_up(char_acting, char_acting) change_relation_down(char_acting, char2, char1) change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",2.1973063945770264
3984,2,2,-2,2,0,1,0,?,0,0,1,0,2,2,0,3,0,0,0,blocked,0,0,0,1,2,1,-1,2,1,1,0,hidden,2,0,-1,0,0,0,-1,"change_ship_status_up(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.2574338912963867
3985,2,1,-2,3,0,1,0,?,-2,0,0,0,2,1,1,4,0,0,0,hidden,0,1,2,0,1,1,1,1,1,1,0,hidden,0,0,1,1,1,-1,-1,"Time limit reached.
",5.954409122467041
3986,0,1,1,1,0,0,0,blocked,1,0,-2,0,1,2,2,2,1,1,0,hidden,-2,0,1,1,0,1,-2,2,0,1,0,hidden,-2,0,-1,0,1,0,0,"No solution exists.
",0.7021949291229248
3987,0,1,1,0,1,1,0,?,-2,0,0,1,0,0,2,2,0,1,0,blocked,1,0,1,0,1,0,1,4,0,1,0,blocked,1,1,0,1,0,0,-1,"No solution exists.
",0.7769157886505127
3988,1,2,-1,2,1,1,0,hidden,-2,0,-1,1,1,1,-1,2,0,0,0,blocked,2,0,-1,1,0,0,1,0,1,0,0,blocked,2,0,1,1,0,-1,1,"change_ship_status_up(char_acting) change_ship_status_up(char_acting) key_action3(char_acting)
",1.381828784942627
3989,0,2,-2,1,1,1,0,hidden,2,0,-2,0,2,1,-2,1,0,1,0,blocked,-1,0,-2,0,2,0,-2,1,1,1,0,hidden,2,1,2,1,1,-1,0,"No solution exists.
",0.8135783672332764
3990,2,1,2,4,0,0,0,hidden,-2,1,1,0,1,0,0,0,1,0,0,hidden,2,0,-2,1,1,1,2,0,1,1,0,hidden,0,1,2,1,1,1,-1,"Time limit reached.
",5.878842115402222
3991,2,1,-2,1,1,0,0,blocked,-2,0,1,0,2,1,0,1,1,1,0,blocked,2,1,-2,1,1,1,0,3,1,0,0,hidden,2,0,0,1,-1,1,0,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",0.8404357433319092
3992,2,1,2,4,1,1,0,?,1,0,2,0,0,1,2,4,1,1,0,blocked,-2,0,1,1,1,1,1,4,0,0,0,hidden,-1,0,0,0,-1,0,1,"change_relation_down(char_acting, char2, char1) key_action2(char_acting)
",0.9822416305541992
3993,1,0,2,1,1,0,0,blocked,-1,1,1,1,0,1,0,1,1,1,0,blocked,0,1,2,0,0,1,0,1,0,1,0,?,-1,0,0,0,0,1,0,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",0.8741512298583984
3994,0,0,-1,0,0,1,0,?,-2,0,0,1,0,0,-1,4,1,1,0,hidden,1,0,0,1,0,1,-1,4,1,1,0,?,-2,0,-2,1,1,-1,0,"No solution exists.
",0.8091378211975098
3995,1,2,2,3,0,1,0,blocked,-2,1,1,0,0,1,-1,2,1,1,0,?,-1,1,2,0,1,0,-2,3,0,0,0,blocked,-1,0,-1,1,1,1,0,"unblock_yourself(char_acting) key_action2(char_acting)
",0.8983154296875
3996,1,0,-1,1,0,1,0,hidden,-1,1,2,1,0,0,-1,0,1,0,0,?,1,0,-2,0,2,1,-2,4,1,0,0,?,2,0,0,1,0,1,-1,"change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.1518144607543945
3997,0,1,2,4,1,0,0,blocked,-1,0,1,0,0,2,1,3,0,1,0,blocked,1,0,1,1,2,2,0,2,1,1,0,?,-1,0,-2,1,1,1,-1,"No solution exists.
",0.8222262859344482
3998,0,2,0,0,0,0,0,?,1,1,0,0,1,1,-1,3,0,0,0,?,-2,1,-2,0,2,2,0,0,0,0,0,?,1,1,-2,1,0,1,1,"No solution exists.
",0.8544843196868896
3999,1,0,1,2,1,0,0,hidden,-1,1,2,0,0,0,0,4,1,0,0,blocked,0,0,0,0,1,0,-2,1,0,1,0,hidden,-2,0,1,1,0,0,-1,"change_ship_status_up(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.1449623107910156
4000,1,0,-2,0,1,0,0,blocked,1,1,0,1,0,1,-2,4,0,0,0,hidden,-1,1,-2,1,0,0,2,0,1,0,0,?,-1,1,-1,1,1,1,-1,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.1710920333862305
4001,2,2,-2,0,0,1,0,blocked,-2,1,-1,0,0,1,0,3,0,0,0,blocked,0,0,0,1,1,2,-2,3,1,0,0,hidden,0,0,2,1,0,1,-1,"unblock_yourself(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.1781132221221924
4002,0,0,2,3,0,0,0,blocked,1,0,0,0,0,0,0,3,1,0,0,hidden,2,1,-2,0,1,2,0,3,1,0,0,blocked,-1,0,1,0,1,-1,0,"No solution exists.
",0.8780360221862793
4003,1,1,-2,2,1,0,0,?,1,1,2,0,1,0,2,2,0,0,0,blocked,0,1,-1,0,0,1,1,2,1,1,0,hidden,2,1,1,1,1,0,-1,"change_ship_status_up(char_acting) change_ship_magic_up(char_acting) change_ship_magic_up(char_acting) key_action3(char_acting)
",1.1837360858917236
