index,Unnamed: 0,char_acting_altruism,char_acting_ambition,char_acting_fighting_ability,char_acting_safety,char_acting_food,char_acting_satisfaction,char_acting_likes_char1,char_acting_likes_char2,char1_altruism,char1_ambition,char1_fighting_ability,char1_safety,char1_food,char1_satisfaction,char1_likes_char_acting,char1_likes_char2,char2_altruism,char2_ambition,char2_fighting_ability,char2_safety,char2_food,char2_satisfaction,char2_likes_char_acting,char2_likes_char1,ghost_relations,overall_food,overall_coins,results,helps_all,helps_ego,survives
2105,2105,1,0,-1,0,0,1,0,1,-1,-1,0,-1,0,0,1,1,1,-1,0,0,0,0,0,0,0,1,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2106,2106,1,0,-1,2,0,0,0,1,-1,0,0,-1,0,-1,-1,1,0,1,1,2,0,-1,-1,1,0,1,1,"survive(char_acting)
",0,0,1
2107,2107,0,-1,-1,2,0,0,1,1,-1,1,-1,-1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,"survive(char_acting)
",0,0,1
2108,2108,-1,-1,0,2,0,0,0,1,-1,0,0,-1,0,-1,-1,1,1,-1,-1,-1,0,1,0,1,0,0,1,"survive(char_acting)
",0,0,1
2109,2109,-1,1,1,0,0,1,-1,1,0,-1,1,1,0,-1,1,1,1,0,-1,1,0,-1,1,0,0,0,0,"No solution exists.
",0,0,0
2110,2110,1,0,0,1,0,0,-1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,-1,0,0,0,1,"survive(char_acting)
",0,0,1
2111,2111,-1,-1,-1,2,0,0,-1,0,-1,-1,-1,2,0,0,0,0,1,0,1,-1,0,0,-1,1,1,0,1,"survive(char_acting)
",0,0,1
2112,2112,1,-1,-1,-1,0,-1,1,1,1,-1,-1,1,0,-1,0,1,1,-1,1,-1,0,-1,0,1,0,0,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2113,2113,-1,1,0,0,0,1,-1,0,-1,-1,0,0,0,-1,-1,0,0,0,1,2,0,1,0,1,1,0,1,"No solution exists.
",0,0,0
2114,2114,-1,-1,1,0,0,-1,1,1,0,0,0,2,0,1,1,1,1,-1,-1,2,0,-1,0,0,1,1,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2115,2115,1,0,0,-1,0,1,1,0,-1,0,1,0,0,0,1,0,1,-1,-1,2,0,-1,-1,0,0,0,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2116,2116,1,-1,1,1,0,-1,-1,1,0,-1,0,-1,0,0,1,1,1,1,0,0,0,1,-1,0,1,0,0,"survive(char_acting)
",0,0,1
2117,2117,1,1,-1,0,0,-1,1,1,1,0,0,-1,0,0,0,0,-1,1,1,0,0,-1,-1,0,0,0,1,"sacrifice_money(char_acting) ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
2118,2118,0,0,1,2,0,-1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,"survive(char_acting)
",0,0,1
2119,2119,-1,0,-1,-1,0,-1,0,0,0,1,0,2,0,-1,1,0,-1,0,0,1,0,-1,-1,1,0,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2120,2120,0,0,1,0,0,0,1,1,1,1,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2121,2121,-1,0,-1,0,0,-1,0,1,1,1,0,-1,0,0,1,0,0,0,0,-1,0,0,1,0,1,0,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2122,2122,0,-1,1,0,0,1,1,0,-1,0,1,2,0,1,0,0,-1,1,0,2,0,0,-1,1,1,1,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2123,2123,1,-1,1,0,0,-1,-1,1,0,0,-1,1,0,0,1,1,0,-1,0,2,0,1,-1,1,0,0,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2124,2124,1,0,0,-1,0,-1,0,1,0,1,1,1,0,1,0,0,1,-1,1,2,0,1,-1,0,1,0,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2125,2125,0,1,1,2,0,1,0,0,-1,-1,-1,2,0,0,1,0,-1,1,0,0,0,-1,-1,1,0,1,1,"help_everyone(char_acting)
",1,0,0
2126,2126,-1,-1,-1,-1,0,-1,-1,1,0,-1,-1,1,0,0,1,1,1,-1,0,0,0,0,1,1,0,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2127,2127,-1,0,-1,0,0,1,1,1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,-1,0,0,0,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2128,2128,-1,1,0,1,0,0,0,1,1,0,0,-1,0,1,1,0,-1,-1,1,0,0,1,1,0,0,0,0,"No solution exists.
",0,0,0
2129,2129,1,-1,1,2,0,0,1,1,1,1,0,1,0,1,-1,1,-1,1,0,0,0,-1,-1,0,1,1,0,"survive(char_acting)
",0,0,1
2130,2130,1,0,1,2,0,-1,-1,0,0,0,-1,1,0,-1,0,1,1,1,0,1,0,0,-1,0,0,0,0,"survive(char_acting)
",0,0,1
2131,2131,-1,1,-1,2,0,1,-1,1,-1,0,0,-1,0,-1,0,0,-1,-1,0,1,0,-1,-1,1,1,0,0,"No solution exists.
",0,0,0
2132,2132,1,-1,1,2,0,-1,1,0,-1,1,1,-1,0,0,0,0,-1,1,-1,0,0,-1,0,1,1,0,0,"survive(char_acting)
",0,0,1
2133,2133,0,1,0,2,0,-1,0,0,0,-1,1,2,0,-1,-1,1,1,-1,1,0,0,1,1,1,0,1,0,"help_everyone(char_acting)
",1,0,0
2134,2134,-1,0,1,0,0,1,0,1,1,-1,0,2,0,-1,1,0,1,1,-1,2,0,1,-1,0,1,0,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2135,2135,-1,0,1,1,0,1,0,0,0,0,0,-1,0,-1,1,0,0,-1,0,1,0,-1,0,1,1,1,1,"survive(char_acting)
",0,0,1
2136,2136,0,0,0,2,0,1,-1,0,1,0,1,-1,0,-1,1,0,1,0,-1,2,0,1,-1,1,1,0,0,"survive(char_acting)
",0,0,1
2137,2137,1,0,0,-1,0,1,1,1,1,1,1,-1,0,-1,1,1,0,1,-1,-1,0,1,-1,0,0,0,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2138,2138,0,0,0,1,0,1,0,1,-1,1,1,0,0,-1,1,1,0,1,1,0,0,1,0,1,0,1,0,"survive(char_acting)
",0,0,1
2139,2139,1,0,-1,-1,0,1,0,1,0,1,0,1,0,1,-1,1,1,-1,1,0,0,1,1,0,1,0,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2140,2140,-1,1,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,"No solution exists.
",0,0,0
2141,2141,1,-1,1,0,0,0,1,0,-1,-1,1,0,0,1,0,1,1,-1,1,-1,0,-1,1,0,1,0,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2142,2142,0,0,1,0,0,0,-1,1,0,1,-1,-1,0,0,-1,0,-1,1,0,0,0,1,1,0,0,1,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2143,2143,0,0,0,1,0,1,-1,0,-1,-1,1,-1,0,1,-1,1,1,1,0,1,0,-1,0,0,1,1,1,"survive(char_acting)
",0,0,1
2144,2144,-1,1,-1,2,0,0,1,0,0,0,1,1,0,1,1,0,1,-1,0,0,0,1,0,0,0,0,1,"No solution exists.
",0,0,0
2145,2145,-1,1,1,0,0,-1,-1,1,0,1,-1,1,0,0,1,1,0,-1,1,0,0,-1,1,1,0,1,0,"No solution exists.
",0,0,0
2146,2146,-1,1,1,2,0,1,-1,1,-1,-1,1,0,0,-1,-1,0,0,0,-1,-1,0,0,0,0,1,0,0,"No solution exists.
",0,0,0
2147,2147,1,1,1,0,0,0,-1,0,-1,0,-1,1,0,1,-1,1,-1,0,-1,0,0,-1,1,1,1,0,1,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
2148,2148,-1,0,-1,-1,0,0,-1,0,1,-1,1,-1,0,0,-1,1,1,1,0,0,0,-1,0,1,1,0,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2149,2149,-1,-1,0,2,0,0,1,1,1,-1,-1,-1,0,-1,-1,0,-1,1,-1,-1,0,-1,0,1,1,1,0,"survive(char_acting)
",0,0,1
2150,2150,0,-1,0,1,0,-1,-1,1,-1,0,1,-1,0,1,1,1,-1,1,1,1,0,1,-1,0,1,1,1,"survive(char_acting)
",0,0,1
2151,2151,-1,0,0,1,0,-1,-1,1,-1,-1,0,-1,0,0,1,1,1,0,-1,1,0,-1,-1,0,0,0,0,"survive(char_acting)
",0,0,1
2152,2152,1,1,-1,0,0,0,1,0,1,-1,0,-1,0,1,-1,1,0,1,-1,2,0,1,1,0,1,1,1,"help_everyone(char_acting)
",1,0,0
2153,2153,-1,0,-1,-1,0,1,0,0,1,0,1,0,0,1,1,0,-1,1,0,-1,0,0,1,0,0,0,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2154,2154,-1,0,0,0,0,-1,-1,0,1,0,-1,0,0,1,-1,1,0,1,-1,2,0,0,-1,1,0,1,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2155,2155,-1,-1,0,1,0,-1,0,1,0,1,0,0,0,1,0,1,1,-1,0,2,0,-1,1,0,0,1,1,"survive(char_acting)
",0,0,1
2156,2156,-1,-1,1,1,0,1,-1,0,-1,-1,1,0,0,-1,1,1,1,0,1,-1,0,1,0,1,1,0,0,"survive(char_acting)
",0,0,1
2157,2157,0,1,0,-1,0,-1,-1,0,0,0,1,1,0,-1,-1,0,0,-1,1,0,0,-1,0,0,0,0,1,"Time limit reached.
",0,0,0
2158,2158,1,0,-1,1,0,1,1,1,1,0,-1,0,0,1,-1,0,1,0,1,0,0,0,-1,1,0,1,0,"survive(char_acting)
",0,0,1
2159,2159,0,-1,1,-1,0,0,1,0,-1,1,0,0,0,1,-1,0,1,1,0,-1,0,0,-1,1,1,0,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2160,2160,0,0,1,1,0,0,-1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,-1,1,1,1,0,"survive(char_acting)
",0,0,1
2161,2161,1,1,1,0,0,1,1,1,-1,-1,-1,0,0,-1,0,1,0,-1,-1,2,0,0,0,0,1,1,0,"help_everyone(char_acting)
",1,0,0
2162,2162,1,0,-1,0,0,-1,-1,1,0,-1,-1,2,0,-1,-1,0,-1,0,0,0,0,0,1,0,1,1,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2163,2163,-1,1,1,2,0,0,0,1,1,1,1,2,0,0,-1,1,-1,1,1,2,0,-1,-1,0,1,0,0,"No solution exists.
",0,0,0
2164,2164,-1,-1,1,1,0,0,-1,1,-1,0,0,0,0,0,0,1,1,0,-1,2,0,-1,-1,0,0,1,0,"survive(char_acting)
",0,0,1
2165,2165,1,-1,1,1,0,1,-1,1,-1,-1,-1,-1,0,0,-1,0,-1,0,1,2,0,-1,1,0,0,0,0,"survive(char_acting)
",0,0,1
2166,2166,0,0,0,-1,0,-1,1,1,-1,1,-1,2,0,1,0,1,0,-1,0,1,0,-1,0,1,0,0,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2167,2167,1,1,0,2,0,-1,-1,1,0,-1,0,0,0,0,-1,1,0,1,-1,0,0,-1,0,1,1,1,1,"help_everyone(char_acting)
",1,0,0
2168,2168,-1,1,0,-1,0,0,1,1,1,1,0,-1,0,-1,-1,0,1,1,0,-1,0,1,1,1,0,1,0,"No solution exists.
",0,0,0
2169,2169,1,0,-1,-1,0,-1,0,0,1,0,1,0,0,-1,0,1,1,-1,0,2,0,-1,0,1,1,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2170,2170,1,0,0,-1,0,0,0,1,-1,0,0,2,0,-1,0,0,-1,1,1,1,0,-1,0,1,1,0,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2171,2171,0,-1,1,2,0,-1,1,1,1,-1,-1,2,0,0,-1,0,-1,-1,1,1,0,0,0,0,1,1,1,"survive(char_acting)
",0,0,1
2172,2172,0,0,1,-1,0,1,0,1,1,0,-1,0,0,-1,-1,0,-1,1,0,2,0,0,-1,1,0,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2173,2173,-1,-1,-1,1,0,-1,-1,0,0,0,-1,0,0,0,1,1,1,1,-1,0,0,1,0,1,1,1,1,"survive(char_acting)
",0,0,1
2174,2174,1,1,1,-1,0,-1,0,0,0,-1,-1,-1,0,0,0,1,-1,0,1,-1,0,0,-1,0,0,1,0,"help_everyone(char_acting)
",1,0,0
2175,2175,0,1,1,1,0,1,-1,1,1,1,0,2,0,0,1,1,0,0,-1,1,0,1,-1,0,1,1,0,"help_everyone(char_acting)
",1,0,0
2176,2176,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,-1,2,0,1,0,1,0,1,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2177,2177,-1,1,-1,-1,0,0,0,1,-1,0,-1,0,0,1,0,0,-1,-1,0,2,0,-1,-1,1,0,0,0,"No solution exists.
",0,0,0
2178,2178,1,0,1,-1,0,1,0,1,-1,0,-1,1,0,-1,1,0,1,-1,-1,2,0,0,-1,0,0,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2179,2179,1,1,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,-1,-1,1,0,0,-1,1,1,1,0,0,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
2180,2180,-1,1,1,0,0,-1,0,1,-1,0,0,-1,0,0,-1,1,-1,0,-1,1,0,0,-1,1,1,0,0,"No solution exists.
",0,0,0
2181,2181,1,1,-1,-1,0,0,-1,0,1,-1,1,-1,0,-1,1,1,-1,-1,0,-1,0,-1,1,1,0,1,1,"help_everyone(char_acting)
",1,0,0
2182,2182,0,0,-1,1,0,1,0,1,1,-1,-1,2,0,0,-1,1,0,-1,-1,2,0,-1,1,1,0,1,0,"survive(char_acting)
",0,0,1
2183,2183,0,-1,0,2,0,1,1,1,-1,-1,-1,2,0,1,0,0,-1,-1,1,1,0,-1,-1,0,1,0,0,"survive(char_acting)
",0,0,1
2184,2184,0,-1,0,1,0,1,0,0,-1,1,-1,0,0,-1,0,1,1,0,1,2,0,0,0,0,1,0,0,"survive(char_acting)
",0,0,1
2185,2185,1,-1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,-1,0,0,0,1,1,0,0,"survive(char_acting)
",0,0,1
2186,2186,0,0,0,-1,0,-1,0,1,1,0,-1,-1,0,0,-1,0,1,0,0,1,0,1,1,0,1,0,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2187,2187,0,0,-1,-1,0,-1,0,1,-1,-1,0,2,0,-1,-1,1,0,1,1,2,0,0,-1,1,1,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2188,2188,0,-1,1,-1,0,-1,1,1,1,1,-1,2,0,1,-1,1,1,-1,-1,-1,0,-1,0,0,0,0,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2189,2189,-1,0,0,-1,0,0,0,0,-1,0,0,1,0,1,1,0,1,1,0,-1,0,1,1,1,1,0,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2190,2190,-1,1,0,2,0,0,1,1,1,1,0,0,0,-1,-1,0,1,0,-1,2,0,0,1,1,1,1,1,"No solution exists.
",0,0,0
2191,2191,1,0,-1,0,0,0,0,1,-1,0,0,-1,0,-1,-1,1,0,1,1,2,0,1,1,1,0,0,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2192,2192,0,1,-1,0,0,-1,1,0,0,1,-1,-1,0,-1,-1,1,-1,1,0,2,0,0,0,1,1,0,1,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
2193,2193,1,1,1,1,0,0,-1,0,0,0,1,-1,0,1,0,0,0,-1,1,2,0,1,-1,1,0,1,1,"help_everyone(char_acting)
",1,0,0
2194,2194,0,1,1,0,0,0,-1,0,0,-1,0,-1,0,0,1,1,1,-1,1,0,0,0,-1,0,0,0,0,"fight_monster(char_acting) help_everyone(char_acting)
",1,0,0
2195,2195,0,1,-1,0,0,-1,0,0,-1,0,-1,0,0,-1,-1,1,1,1,0,1,0,0,-1,0,1,0,0,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
2196,2196,-1,-1,-1,0,0,1,-1,0,0,-1,1,2,0,-1,0,1,0,-1,0,-1,0,-1,1,0,1,0,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2197,2197,-1,1,1,0,0,1,-1,0,-1,0,1,0,0,0,0,1,0,-1,-1,0,0,-1,1,0,1,1,1,"No solution exists.
",0,0,0
2198,2198,0,0,1,-1,0,-1,0,0,-1,-1,0,2,0,-1,0,1,0,1,0,2,0,0,0,1,1,0,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2199,2199,0,1,1,1,0,-1,0,0,0,0,1,2,0,0,1,0,0,-1,-1,1,0,-1,-1,0,1,1,0,"help_everyone(char_acting)
",1,0,0
2200,2200,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,1,1,0,0,-1,1,0,1,0,"help_everyone(char_acting)
",1,0,0
2201,2201,-1,0,-1,1,0,0,-1,1,0,-1,1,0,0,0,-1,1,0,-1,1,2,0,0,-1,1,1,0,0,"survive(char_acting)
",0,0,1
2202,2202,0,-1,0,-1,0,0,1,0,-1,0,1,1,0,1,1,0,0,0,0,2,0,-1,1,1,0,0,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2203,2203,1,-1,1,1,0,-1,0,1,0,0,0,1,0,0,1,0,-1,-1,0,0,0,0,1,1,0,1,1,"survive(char_acting)
",0,0,1
2204,2204,1,0,1,1,0,1,-1,0,1,-1,0,1,0,1,1,1,1,-1,-1,-1,0,0,-1,1,0,0,1,"survive(char_acting)
",0,0,1
2205,2205,1,1,1,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,-1,0,1,0,0,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
2206,2206,1,-1,-1,2,0,1,-1,1,0,1,1,2,0,-1,1,0,1,0,-1,0,0,0,0,1,0,0,0,"survive(char_acting)
",0,0,1
2207,2207,0,1,-1,2,0,0,0,1,1,1,-1,-1,0,1,0,1,1,1,-1,0,0,1,0,1,1,0,1,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
2208,2208,0,0,-1,0,0,1,0,0,1,-1,-1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2209,2209,0,0,0,2,0,0,-1,1,1,0,0,0,0,1,0,1,1,-1,1,0,0,-1,0,0,1,0,1,"survive(char_acting)
",0,0,1
2210,2210,1,-1,1,1,0,1,0,1,-1,1,-1,2,0,0,-1,0,-1,-1,1,-1,0,-1,-1,1,0,0,0,"survive(char_acting)
",0,0,1
2211,2211,1,-1,-1,1,0,-1,0,1,0,0,1,0,0,1,1,0,-1,-1,0,0,0,-1,0,0,1,1,1,"survive(char_acting)
",0,0,1
2212,2212,-1,0,-1,1,0,-1,1,1,0,-1,0,2,0,0,-1,0,1,0,1,-1,0,1,0,0,0,0,0,"survive(char_acting)
",0,0,1
2213,2213,-1,-1,1,0,0,-1,1,0,0,-1,0,0,0,1,-1,1,1,-1,0,0,0,1,0,1,1,1,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2214,2214,0,0,-1,2,0,-1,1,1,1,1,-1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,"survive(char_acting)
",0,0,1
2215,2215,1,-1,0,2,0,0,1,0,0,1,1,2,0,-1,1,0,1,0,0,-1,0,-1,1,0,0,1,1,"survive(char_acting)
",0,0,1
2216,2216,1,0,0,2,0,-1,1,0,1,-1,1,0,0,-1,-1,0,-1,-1,1,-1,0,1,-1,0,0,1,1,"survive(char_acting)
",0,0,1
2217,2217,-1,-1,1,2,0,1,0,0,-1,1,0,0,0,1,0,0,-1,0,0,0,0,-1,1,0,1,0,1,"survive(char_acting)
",0,0,1
2218,2218,1,1,-1,2,0,0,0,1,0,-1,1,-1,0,-1,1,1,0,1,0,-1,0,1,0,1,0,1,1,"help_everyone(char_acting)
",1,0,0
2219,2219,-1,0,0,-1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,-1,1,0,0,0,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2220,2220,0,-1,-1,-1,0,-1,0,1,-1,0,-1,-1,0,0,1,0,-1,1,-1,1,0,-1,0,1,0,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2221,2221,1,0,1,0,0,0,0,0,1,-1,-1,2,0,1,1,0,0,0,-1,0,0,0,-1,0,0,0,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2222,2222,0,1,0,-1,0,0,-1,1,-1,1,1,2,0,0,0,1,0,-1,-1,2,0,-1,0,1,1,0,0,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
2223,2223,-1,1,1,0,0,0,-1,1,1,-1,1,2,0,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,"No solution exists.
",0,0,0
2224,2224,1,0,0,-1,0,-1,-1,1,-1,-1,1,-1,0,0,1,1,0,0,0,0,0,-1,1,1,1,0,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2225,2225,0,1,-1,0,0,-1,1,1,1,1,1,2,0,1,0,1,0,0,0,2,0,-1,0,1,0,0,1,"fight_monster(char1) help_everyone(char_acting)
",1,0,0
2226,2226,-1,-1,1,0,0,-1,1,1,1,-1,1,2,0,1,0,1,0,1,0,2,0,-1,1,1,0,0,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2227,2227,-1,1,-1,-1,0,0,0,1,1,1,1,1,0,1,1,1,-1,1,1,1,0,0,-1,1,0,1,0,"No solution exists.
",0,0,0
2228,2228,0,-1,-1,1,0,1,1,1,0,1,1,-1,0,1,1,1,-1,0,1,1,0,0,0,0,1,0,0,"survive(char_acting)
",0,0,1
2229,2229,-1,1,1,-1,0,1,-1,1,0,-1,1,2,0,1,0,0,0,0,0,2,0,-1,1,1,1,0,1,"No solution exists.
",0,0,0
2230,2230,-1,-1,0,2,0,-1,1,0,1,0,0,-1,0,1,-1,0,-1,-1,1,1,0,-1,1,0,0,1,0,"survive(char_acting)
",0,0,1
2231,2231,0,1,0,1,0,-1,1,0,0,1,1,0,0,1,1,0,0,-1,-1,1,0,0,0,0,0,1,0,"help_everyone(char_acting)
",1,0,0
2232,2232,1,1,0,-1,0,0,-1,1,-1,0,1,1,0,-1,-1,1,1,-1,-1,2,0,-1,-1,1,1,1,0,"help_everyone(char_acting)
",1,0,0
2233,2233,1,-1,1,2,0,-1,0,0,0,-1,-1,-1,0,-1,-1,0,0,0,0,1,0,1,-1,0,0,0,0,"survive(char_acting)
",0,0,1
2234,2234,1,-1,0,0,0,1,0,0,-1,0,-1,-1,0,0,1,0,0,1,0,2,0,1,-1,1,1,1,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2235,2235,1,1,1,-1,0,1,1,0,-1,1,0,0,0,-1,-1,0,1,0,0,2,0,0,-1,1,1,0,1,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
2236,2236,1,0,0,-1,0,-1,-1,1,1,-1,-1,2,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2237,2237,0,1,1,0,0,0,0,0,-1,-1,-1,2,0,-1,0,0,-1,1,-1,1,0,-1,1,0,0,0,1,"fight_monster(char_acting) help_everyone(char_acting)
",1,0,0
2238,2238,1,-1,-1,0,0,1,1,0,-1,1,1,0,0,-1,1,0,1,1,1,-1,0,1,-1,1,1,1,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2239,2239,1,-1,0,2,0,-1,0,0,1,0,1,-1,0,1,-1,0,1,-1,0,1,0,-1,-1,0,0,0,0,"survive(char_acting)
",0,0,1
2240,2240,-1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,1,1,0,1,-1,-1,-1,0,-1,1,0,0,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2241,2241,1,0,0,2,0,-1,0,0,-1,0,-1,2,0,-1,-1,0,-1,-1,-1,2,0,0,1,1,0,0,1,"survive(char_acting)
",0,0,1
2242,2242,0,1,1,1,0,-1,-1,1,-1,1,1,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,0,1,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
2243,2243,1,1,-1,2,0,-1,1,1,0,1,1,0,0,1,-1,1,-1,1,-1,-1,0,0,1,1,1,1,0,"help_everyone(char_acting)
",1,0,0
2244,2244,0,-1,0,1,0,-1,0,1,0,1,1,2,0,-1,-1,0,0,0,-1,2,0,0,0,1,0,0,0,"survive(char_acting)
",0,0,1
2245,2245,-1,0,1,-1,0,1,-1,0,1,0,1,1,0,-1,1,1,-1,-1,-1,1,0,-1,1,0,0,0,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2246,2246,1,-1,-1,-1,0,-1,-1,0,1,1,0,0,0,-1,0,1,1,0,0,-1,0,1,-1,0,1,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2247,2247,1,-1,0,-1,0,0,0,0,0,1,0,1,0,-1,-1,1,1,-1,-1,2,0,0,1,0,0,0,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
2248,2248,-1,1,0,-1,0,1,1,1,1,0,1,2,0,0,0,1,-1,-1,0,0,0,0,1,0,0,1,1,"No solution exists.
",0,0,0
2249,2249,-1,0,-1,0,0,0,-1,0,1,-1,-1,2,0,-1,0,1,0,0,0,0,0,1,-1,1,0,1,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2250,2250,0,1,0,0,0,1,1,0,0,0,-1,0,0,0,1,1,1,0,1,-1,0,-1,-1,1,0,0,1,"sacrifice_money(char_acting) ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
2251,2251,1,0,0,0,0,0,0,0,-1,0,-1,2,0,0,-1,1,-1,1,0,1,0,0,-1,1,0,0,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2252,2252,-1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,-1,1,-1,1,0,1,-1,1,0,0,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
2253,2253,0,1,0,1,0,0,-1,1,0,-1,-1,1,0,0,-1,0,1,-1,-1,2,0,1,1,1,1,1,1,"help_everyone(char_acting)
",1,0,0
2254,2254,1,1,1,1,0,0,1,0,1,1,0,0,0,0,-1,1,0,0,-1,2,0,1,1,0,0,0,1,"fight_monster(char_acting) help_everyone(char_acting)
",1,0,0
2255,2255,-1,0,0,0,0,1,1,1,1,0,1,2,0,1,1,0,-1,-1,0,0,0,1,-1,1,1,0,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
